Date,Open,High,Low,Close,Adj Close,Volume
2008-05-01,1385.969971,1410.069946,1383.069946,1409.339966,1409.339966,4448780000
2008-05-02,1409.160034,1422.719971,1406.250000,1413.900024,1413.900024,3953030000
2008-05-05,1415.339966,1415.339966,1404.369995,1407.489990,1407.489990,3410090000
2008-05-06,1405.599976,1421.569946,1397.099976,1418.260010,1418.260010,3924100000
2008-05-07,1417.489990,1419.540039,1391.160034,1392.569946,1392.569946,4075860000
2008-05-08,1394.290039,1402.349976,1389.390015,1397.680054,1397.680054,3827550000
2008-05-09,1394.900024,1394.900024,1384.109985,1388.280029,1388.280029,3518620000
2008-05-12,1389.400024,1404.060059,1386.199951,1403.579956,1403.579956,3370630000
2008-05-13,1404.400024,1406.300049,1396.260010,1403.040039,1403.040039,4018590000
2008-05-14,1405.650024,1420.189941,1405.650024,1408.660034,1408.660034,3979370000
2008-05-15,1408.359985,1424.400024,1406.869995,1423.569946,1423.569946,3836480000
2008-05-16,1423.890015,1425.819946,1414.349976,1425.349976,1425.349976,3842590000
2008-05-19,1425.280029,1440.239990,1421.630005,1426.630005,1426.630005,3683970000
2008-05-20,1424.489990,1424.489990,1409.089966,1413.400024,1413.400024,3854320000
2008-05-21,1414.060059,1419.119995,1388.810059,1390.709961,1390.709961,4517990000
2008-05-22,1390.829956,1399.069946,1390.229980,1394.349976,1394.349976,3955960000
2008-05-23,1392.199951,1392.199951,1373.719971,1375.930054,1375.930054,3516380000
2008-05-27,1375.969971,1387.400024,1373.069946,1385.349976,1385.349976,3588860000
2008-05-28,1386.540039,1391.250000,1378.160034,1390.839966,1390.839966,3927240000
2008-05-29,1390.500000,1406.319946,1388.589966,1398.260010,1398.260010,3894440000
2008-05-30,1398.359985,1404.459961,1398.079956,1400.380005,1400.380005,3845630000
2008-06-02,1399.619995,1399.619995,1377.790039,1385.670044,1385.670044,3714320000
2008-06-03,1386.420044,1393.119995,1370.119995,1377.650024,1377.650024,4396380000
2008-06-04,1376.260010,1388.180054,1371.739990,1377.199951,1377.199951,4338640000
2008-06-05,1377.479980,1404.050049,1377.479980,1404.050049,1404.050049,4350790000
2008-06-06,1400.060059,1400.060059,1359.900024,1360.680054,1360.680054,4771660000
2008-06-09,1360.829956,1370.630005,1350.619995,1361.760010,1361.760010,4404570000
2008-06-10,1358.979980,1366.839966,1351.560059,1358.439941,1358.439941,4635070000
2008-06-11,1357.089966,1357.089966,1335.469971,1335.489990,1335.489990,4779980000
2008-06-12,1335.780029,1353.030029,1331.290039,1339.869995,1339.869995,4734240000
2008-06-13,1341.810059,1360.030029,1341.709961,1360.030029,1360.030029,4080420000
2008-06-16,1358.849976,1364.699951,1352.069946,1360.140015,1360.140015,3706940000
2008-06-17,1360.709961,1366.589966,1350.540039,1350.930054,1350.930054,3801960000
2008-06-18,1349.589966,1349.589966,1333.400024,1337.810059,1337.810059,4573570000
2008-06-19,1336.890015,1347.660034,1330.500000,1342.829956,1342.829956,4811670000
2008-06-20,1341.020020,1341.020020,1314.459961,1317.930054,1317.930054,5324900000
2008-06-23,1319.770020,1323.780029,1315.310059,1318.000000,1318.000000,4186370000
2008-06-24,1317.229980,1326.020020,1304.420044,1314.290039,1314.290039,4705050000
2008-06-25,1314.540039,1335.630005,1314.540039,1321.969971,1321.969971,4825640000
2008-06-26,1316.290039,1316.290039,1283.150024,1283.150024,1283.150024,5231280000
2008-06-27,1283.599976,1289.449951,1272.000000,1278.380005,1278.380005,6208260000
